Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
cmd bad array subscript,70,70,40,15,0.00,https://perldoc.perl.org/5.8.2/perldiag,0,0,0.00,0,33100,"[0,64,100,11,23,11,11,11,11,11,11,11]",2025-12-15,"Related searches, AI overview",informational,Organic
cmd bad array subscript,76,76,40,15,0.00,https://perldoc.perl.org/5.8.2/perldiag,0,0,0.00,0,33100,"[0,64,100,11,23,11,11,11,11,11,11,11]",2025-12-15,"Related searches, AI overview",informational,Organic
developing a programming language,38,38,70,31,3.82,https://www.perl.org/,0,0,0.00,0.02,367000000,"[81,63,81,63,63,100,81,81,63,45,45,81]",2025-12-07,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
larry gif,37,37,170,29,0.00,https://www.perl.org/,0,0,0.00,0,82,"[12,15,12,15,12,15,23,29,54,44,36,29]",2025-09-10,"Image pack, Video, Image, Related searches",informational,Organic
decode string base64,15,15,140,28,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,10,"[18,23,15,23,15,18,6,15,35,28,44,11]",2025-11-13,"Sitelinks, Video, Related searches, AI overview",informational,Organic
multiplicative operator,22,22,70,10,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,10,"[50,50,35,50,35,35,50,50,50,28,35,50]",2025-11-09,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
macbook latex editor,97,97,50,45,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,10,"[10,10,10,10,10,10,0,10,14,10,10,14]",2025-11-19,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
пэрл,45,45,40,23,0.00,https://www.perl.org/,0,0,0.00,0,10,"[11,64,100,11,11,11,11,11,11,11,11,11]",2025-11-11,"Knowledge panel, Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
vcpu benchmark,20,20,480,93,0.00,https://blogs.perl.org/users/dimitrios_kechagias/2022/03/cloud-provider-performance-comparison-gcp-aws-azure-perl.html,0,0,0.00,0,82900000,"[0,0,0,0,0,0,0,0,0,7,10,0]",2025-10-02,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
il perlo,37,37,140,31,1.27,https://www.perl.org/,0,0,0.00,0.52,64,"[100,100,80,80,66,52,66,33,42,33,42,42]",2025-09-12,"Knowledge panel, Image pack, Sitelinks, Video, People also ask, Related searches","informational, navigational",Organic
stat call,30,30,260,25,0.00,https://perldoc.perl.org/functions/stat,0,0,0.00,0,300000000,"[36,29,29,29,44,36,23,29,19,19,23,23]",2025-11-29,"Sitelinks, Video, People also ask, Related searches",commercial,Organic
programming language perl,15,15,70,31,1.69,https://www.perl.org/about.html,0,0,0.00,0,6,"[0,0,0,20,0,0,0,0,0,0,0,0]",2025-11-23,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
programming language perl,19,19,70,31,1.69,https://perldoc.perl.org/,0,0,0.00,0,6,"[0,0,0,20,0,0,0,0,0,0,0,0]",2025-11-23,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
programming language perl,61,61,70,31,1.69,https://www.perl.org/learn.html,0,0,0.00,0,6,"[0,0,0,20,0,0,0,0,0,0,0,0]",2025-11-23,"Knowledge panel, Image pack, Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
encode to utf8,20,20,210,24,0.00,https://perldoc.perl.org/Encode,0,0,0.00,0,10,"[3,7,13,5,3,3,2,3,10,5,13,3]",2025-11-10,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
encode to utf8,47,47,210,24,0.00,https://perldoc.perl.org/utf8,0,0,0.00,0,10,"[3,7,13,5,3,3,2,3,10,5,13,3]",2025-11-10,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
.readline,35,35,50,53,0.00,https://perldoc.perl.org/functions/readline,0,0,0.00,0,19400,"[0,0,0,0,0,81,0,0,0,0,0,0]",2025-09-09,"Sitelinks, Video, People also ask, Things to know","commercial, informational",Organic
strawberry arm,89,89,140,31,2.43,https://www.perl.org/get.html,0,0,0.00,0.31,39200000,"[13,3,8,6,6,8,13,13,20,24,13,10]",2025-12-15,"Sitelinks, Video, Image, Related searches, Discussions and forums, AI overview",informational,Organic
dsm 5.0 download,64,64,70,16,2.06,https://perldoc.perl.org/perlsynology,0,0,0.00,0.15,46200000,"[77,77,55,100,77,55,100,77,100,77,77,77]",2025-09-11,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
hoplite battle,37,37,110,27,0.00,https://qa.perl.org/phalanx/history.html,0,0,0.00,0,468000,"[66,42,42,52,80,52,42,42,33,33,33,80]",2025-12-17,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview","informational, transactional",Organic
trie a,74,74,70,71,3.63,https://blogs.perl.org/users/timm_murray/2013/09/whats-a-trie-and-why-should-you-care.html,0,0,0.00,0.36,851000000,"[14,18,14,0,10,14,18,14,10,0,14,18]",2025-12-17,"Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","commercial, navigational",Organic
string concat perl,14,14,110,16,0.00,https://perldoc.perl.org/functions/join,0,0,0.00,0,159000,"[82,82,64,64,41,52,52,64,23,52,82,82]",2025-09-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
string concat perl,46,46,110,16,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,159000,"[82,82,64,64,41,52,52,64,23,52,82,82]",2025-09-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
float bits,76,76,140,39,0.00,https://blogs.perl.org/users/rurban/2012/09/reading-binary-floating-point-numbers-numbers-part2.html,0,0,0.00,0,26300000,"[22,22,29,35,18,18,22,18,35,35,29,29]",2025-09-06,"Image pack, Sitelinks, Video, Featured snippet, Related searches",informational,Organic
perl pm,22,22,90,15,0.00,https://perldoc.perl.org/perlmod,0,0,0.00,0,5,"[81,100,63,81,81,100,100,81,81,81,100,63]",2025-11-20,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
sdbm,20,19,140,17,0.00,https://perldoc.perl.org/SDBM_File,0,0,0.00,0,146000,"[52,42,66,66,52,52,66,52,80,66,66,66]",2025-12-25,"Sitelinks, People also ask, AI overview",informational,Organic
modern computer programming languages,22,22,140,63,2.05,https://www.perl.org/,0,0,0.00,0.04,105000000,"[100,80,53,34,42,19,42,53,53,26,42,42]",2025-12-02,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
modern computer programming languages,88,88,140,63,2.05,https://www.perl.org/,0,0,0.00,0.04,105000000,"[100,80,53,34,42,19,42,53,53,26,42,42]",2025-12-02,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
r programming download for windows,82,82,70,77,0.00,https://www.perl.org/,0,0,0.00,0.02,151000000,"[100,15,3,15,3,3,3,3,3,3,3,3]",2025-12-08,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
sqrt -49,23,23,40,43,0.00,https://perldoc.perl.org/functions/sqrt,0,0,0.00,0,19300000,"[13,0,0,2,0,0,0,0,0,0,0,0]",2025-12-24,"Instant answer, Video, Video Carousel, Related searches",informational,Organic
aa r,81,81,70,64,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0.01,1460000000,"[12,15,15,21,15,15,6,6,34,34,34,6]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
chomp logo,64,64,140,47,0.00,https://perldoc.perl.org/functions/chomp,0,0,0.00,0,3870000,"[5,4,8,5,3,5,4,7,7,5,7,4]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
latex miktex,55,55,40,58,0.00,https://www.perl.org/get.html,0,0,0.00,0,219000,"[18,18,18,100,100,18,18,18,18,18,18,100]",2025-12-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
getopt in c,46,46,70,31,0.00,https://perldoc.perl.org/Getopt::Long,0,0,0.00,0,427000,"[13,3,4,2,1,4,8,5,1,1,1,1]",2025-10-22,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
getopt in c,52,52,70,31,0.00,https://perldoc.perl.org/Getopt::Std,0,0,0.00,0,427000,"[13,3,4,2,1,4,8,5,1,1,1,1]",2025-10-22,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
re matching,27,27,320,36,0.00,https://perldoc.perl.org/perlrequick,0,0,0.00,0,2030000000,"[4,3,1,24,3,4,3,1,4,44,3,3]",2025-10-14,"Sitelinks, Video, People also ask, Related searches","commercial, informational",Organic
tr$,20,20,210,60,0.00,https://perldoc.perl.org/functions/tr,0,0,0.00,0,2220000000,"[36,20,0,10,13,0,36,0,0,0,0,0]",2025-11-07,"Instant answer, Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
programming langugae,50,50,70,56,2.58,https://www.perl.org/,0,0,0.00,0.03,358000000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2025-09-11,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, Things to know, AI overview",informational,Organic
sys execute,98,98,70,27,0.00,https://blogs.perl.org/users/perlancar/2014/12/day-22-safer-system-alternative-sysrunsafer.html,0,0,0.00,0,184000000,"[77,77,44,55,77,77,77,77,22,77,55,100]",2025-11-26,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
if else perl,18,18,50,10,0.00,https://perldoc.perl.org/functions/elseif,0,0,0.00,0,10,"[3,65,7,0,7,11,7,19,100,3,15,11]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
if else perl,33,33,50,10,0.00,https://perldoc.perl.org/perlsyn,0,0,0.00,0,10,"[3,65,7,0,7,11,7,19,100,3,15,11]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
if else perl,55,55,50,10,0.00,https://perldoc.perl.org/functions/if,0,0,0.00,0,10,"[3,65,7,0,7,11,7,19,100,3,15,11]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
if else perl,64,64,50,10,0.00,https://perldoc.perl.org/functions/if,0,0,0.00,0,10,"[3,65,7,0,7,11,7,19,100,3,15,11]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
if else perl,92,92,50,10,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,10,"[3,65,7,0,7,11,7,19,100,3,15,11]",2025-11-19,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
phalanx testing,17,17,50,38,0.00,https://qa.perl.org/phalanx/,0,0,0.00,0,479000,"[0,0,100,5,5,5,5,5,5,5,5,5]",2025-12-07,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
sha256 digest,23,23,70,73,0.00,https://perldoc.perl.org/Digest::SHA,0,0,0.00,0,4470000,"[50,50,50,50,35,50,64,64,35,50,50,35]",2025-09-05,"Image pack, Sitelinks, Video, Video Carousel, Related searches",informational,Organic
install perl on windows,2,2,140,27,0.00,https://www.perl.org/get.html,0,0,0.00,0,15200000,"[53,34,53,43,34,53,53,34,53,53,43,43]",2025-11-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
install perl on windows,2,2,140,27,0.00,https://learn.perl.org/installing/windows.html,0,0,0.00,0,15200000,"[53,34,53,43,34,53,53,34,53,53,43,43]",2025-11-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,AI overview
install perl on windows,5,5,140,27,0.00,https://www.perl.org/get.html,0,0,0.00,0,15200000,"[53,34,53,43,34,53,53,34,53,53,43,43]",2025-11-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,People also ask
install perl on windows,84,84,140,27,0.00,https://learn.perl.org/first_steps/,0,0,0.00,0,15200000,"[53,34,53,43,34,53,53,34,53,53,43,43]",2025-11-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
install perl on windows,90,90,140,27,0.00,https://learn.perl.org/first_steps/,0,0,0.00,0,15200000,"[53,34,53,43,34,53,53,34,53,53,43,43]",2025-11-27,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
perl mod function,17,14,50,18,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,38900000,"[19,19,19,26,19,26,26,26,19,26,26,19]",2025-12-25,"Sitelinks, Video, Related searches, AI overview",informational,Organic
perl mod function,29,0,50,18,0.00,https://perldoc.perl.org/perlfunc,0,0,0.00,0,38900000,"[19,19,19,26,19,26,26,26,19,26,26,19]",2025-12-25,"Sitelinks, Video, Related searches, AI overview",informational,Organic
re full match,60,60,70,20,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,10,"[71,100,71,71,71,71,100,71,100,100,100,100]",2025-11-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
re full match,67,67,70,20,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,10,"[71,100,71,71,71,71,100,71,100,100,100,100]",2025-11-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
search file in directory,70,70,70,47,0.00,https://perldoc.perl.org/File::Find,0,0,0.00,0.01,580000000,"[35,64,50,50,21,50,50,50,28,35,50,50]",2025-12-22,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
unarchive bz2,46,46,170,37,0.00,https://perldoc.perl.org/IO::Uncompress::Bunzip2,0,0,0.00,0,6160,"[0,4,100,54,22,29,18,35,43,22,14,29]",2025-09-08,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
symbols chart,6,6,50,76,0.00,https://perldoc.perl.org/Unicode::UCD,0,0,0.00,0.01,362000000,"[8,10,4,0,14,10,14,6,6,10,43,2]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,People also ask
hexadecimal pattern,41,41,390,54,0.00,https://perldoc.perl.org/functions/hex,0,0,0.00,0.1,45400000,"[54,0,0,0,16,100,8,5,0,0,0,20]",2025-09-10,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
org blog,80,80,30,28,0.32,https://blogs.perl.org/,0,0,0.00,0.1,2720000000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-12-13,"Sitelinks, Video, Related searches",informational,Organic
hash search,36,36,110,25,0.00,https://blogs.perl.org/users/ovid/2011/08/binary-search-versus-hash-lookup.html,0,0,0.00,0,211000000,"[42,52,42,66,42,52,42,52,66,52,42,33]",2025-09-06,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
0x202f,31,31,50,11,0.00,https://perldoc.perl.org/perlrecharclass,0,0,0.00,0,6,"[64,23,41,11,11,100,11,11,11,11,11,11]",2025-11-18,"Image pack, People also ask, Related searches",,Organic
mac os x irc client,63,63,140,30,0.00,https://www.perl.org/get.html,0,0,0.00,0,180000,"[53,42,53,53,80,26,34,80,65,53,26,53]",2025-12-18,"Sitelinks, Video, Related searches, Discussions and forums",commercial,Organic
basename linux,53,53,110,37,0.00,https://perldoc.perl.org/File::Basename,0,0,0.00,0,4400000,"[64,41,100,64,64,41,52,82,64,82,64,52]",2025-09-12,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
펄,27,27,110,22,0.00,https://www.perl.org/,0,0,0.00,0.04,9540000,"[3,23,3,3,100,3,3,3,18,23,23,18]",2025-12-01,"Image pack, Sitelinks, Video, Related searches",informational,Organic
youtube downloader restricted video,30,30,70,11,0.00,https://blogs.perl.org/users/hjkl/2014/01/downloading-age-restricted-videos-from-youtube.html,0,0,0.00,0.02,220000000,"[77,44,100,77,77,33,77,77,77,77,33,55]",2025-11-27,"Sitelinks, Video, Video Carousel, Related searches","commercial, informational",Organic
64 bit decode,26,26,210,52,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,19300000,"[3,2,24,13,16,20,6,0,0,10,30,24]",2025-12-07,"Sitelinks, Video, Related searches",informational,Organic
math trig,6,6,110,65,1.67,https://perldoc.perl.org/Math::Trig,0,0,0.00,0.01,7800000,"[8,5,11,18,11,15,15,11,6,8,23,100]",2025-11-27,"Instant answer, Sitelinks, Video, Video Carousel, People also ask, Related searches, See results about, Things to know, AI overview",informational,Organic
alarm in c,64,49,40,16,4.57,https://perldoc.perl.org/functions/alarm,0,0,0.00,0.05,489000000,"[9,63,18,36,100,45,36,27,27,27,36,63]",2025-12-25,"Sitelinks, Video, People also ask, Related searches",informational,Organic
backslash char,62,62,50,18,0.00,https://perldoc.perl.org/perlrebackslash,0,0,0.00,0,10,"[71,100,71,71,71,100,42,71,100,100,100,100]",2025-11-13,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
aix os version,45,45,50,20,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,93,"[45,45,45,45,45,45,45,18,100,18,100,18]",2025-09-05,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
what is cpan,15,15,40,12,0.00,https://www.perl.org/about/whitepapers/perl-cpan.html,0,0,0.00,0.33,972000,"[1,1,5,5,1,1,1,1,1,1,1,1]",2025-12-24,"Sitelinks, Video, Related searches, AI overview",informational,Organic
what is cpan,34,34,40,12,0.00,https://www.perl.org/cpan.html,0,0,0.00,0.33,972000,"[1,1,5,5,1,1,1,1,1,1,1,1]",2025-12-24,"Sitelinks, Video, Related searches, AI overview",informational,Organic
split f,63,63,40,26,0.00,https://perldoc.perl.org/functions/split,0,0,0.00,0,988000000,"[7,7,7,7,7,100,7,7,7,7,7,7]",2025-12-09,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
perl if loop,62,62,50,21,0.00,https://perldoc.perl.org/perlop,0,0,0.00,0,39500000,"[50,50,35,50,35,35,35,50,21,35,50,35]",2025-09-05,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
binary programming,72,72,70,40,0.00,https://www.perl.org/get.html,0,0,0.00,0.01,139000000,"[23,42,33,52,42,42,23,42,33,23,42,23]",2025-09-07,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
pattern n,56,56,40,39,0.00,https://perldoc.perl.org/perlre,0,0,0.00,0,2020000000,"[11,11,11,11,64,64,64,11,11,11,11,11]",2025-09-10,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
base64 encodebytes,41,41,90,56,0.00,https://perldoc.perl.org/MIME::Base64,0,0,0.00,0,3050000,"[2,0,1,0,0,0,0,0,0,0,0,0]",2025-12-12,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
